file_id,path,size_bytes,lang,sha256
F00195,dashboard2026/src/widgets/ai/IntentExecutionPanel.tsx,6291,tsx,f535fdfdd78f8b7277d5c49a3d32c68bb7733d6ba68d3693076d403a1e704f3a
F00196,dashboard2026/src/widgets/ai/MultilingualNewsFusion.tsx,6633,tsx,633064695812cceea61f4f500799c32610b6ff52932d294d787bc1071b0fa813
F00197,dashboard2026/src/widgets/ai/NLQConsole.tsx,9108,tsx,8366d516575491d3c692ff7e313ec84f57eb4f099395a30017ad47a0b65d0c71
F00198,dashboard2026/src/widgets/ai/SmartMoneyTracker.tsx,5443,tsx,81d90bfeae6ae04852d8d451b8e5fc90765d972a9fe9f16c463bec5685b0ad49
F00199,dashboard2026/src/widgets/chart/ADXPanel.tsx,3378,tsx,f72be940ef993a474e262d2decc79030c8e43ba13ddc0b4a2fdaeaa5da83c9be
F00200,dashboard2026/src/widgets/chart/ATRPanel.tsx,2495,tsx,965769dad6f2761a188b27b2654f52c6144f5f3ce941c91878e7c99a95e0f940
F00201,dashboard2026/src/widgets/chart/ChartTypeSwitcher.tsx,2711,tsx,f68a2ef2194a3d944960fa764df9a51c317dea92da832ed9fc586a08e1e265bf
F00202,dashboard2026/src/widgets/chart/DrawingToolsRail.tsx,3041,tsx,63decb651ad78006ed77c90c7992695533b51e1671aabab88d73de55341a6ddf
F00203,dashboard2026/src/widgets/chart/MACDPanel.tsx,3882,tsx,ef3b3bcc33d66a4839271d0dc00be25de968b947430384b45cf3e9187862d3e3
F00204,dashboard2026/src/widgets/chart/RSIPanel.tsx,3055,tsx,574e76955dc0396ee528a0c760892cd75e513b8a126dd6878c417150b3cb0b6a
F00205,dashboard2026/src/widgets/chart/StochasticPanel.tsx,3076,tsx,c33f18bcb1ccd8e5a51cc57c6abc0005eee16c975fd7c2b025e8ae7c01ef9b8b
F00206,dashboard2026/src/widgets/chart/VolumeProfile.tsx,3905,tsx,0b82a1a24fb155f13dcfc9a4ac3a4c1b5c75f81cbb8a88225630a3f7eaeed974
F00207,dashboard2026/src/widgets/dex/GasEstimator.tsx,3308,tsx,75c58aeec6d497abeb0bb2dbeac59e8000061994991f11e69fe4ee5758ed58b0
F00208,dashboard2026/src/widgets/dex/PoolHealth.tsx,4019,tsx,8e2fbfc34ec2b642f5988db56ec4072ad1f9c689d5e24fcad2bd1fa984ccf2fa
F00209,dashboard2026/src/widgets/dex/RouteGraph.tsx,4854,tsx,26eee9e43d2f52b1718fcb7fab669a2271feae8e0cca3bc3248ac439e61fb9e0
F00210,dashboard2026/src/widgets/forex/CarryLadder.tsx,3327,tsx,7d7150f3d89aa6e4d5f8e4ecdaa364986d540f6ab431a2976e2d758b3487bbad
F00211,dashboard2026/src/widgets/forex/CentralBankRates.tsx,3994,tsx,e64a4e4bb0a19454aee77346418a3b9b7a15873671fcbdfb782e44922729c02c
F00212,dashboard2026/src/widgets/forex/CurrencyStrength.tsx,2810,tsx,eb85f3c8b2fbbf91183b0913821989b9cd8d094655fe2cf0d4610245509b8928
F00213,dashboard2026/src/widgets/forex/EconomicCalendar.tsx,4082,tsx,c272e3d5e57827cebf331aaf283b7231ae47ed5dba293afdec725fe5d6bb8e69
F00214,dashboard2026/src/widgets/forex/PipCalc.tsx,4809,tsx,c1c623b5640dcd269222677478056ec65a38fd9227b87798c55e66898bc3a6e1
F00215,dashboard2026/src/widgets/forex/SessionClock.tsx,4742,tsx,e89a77ad759f6c238ea2c90343edf0367f8dab7f0e6f67890720d8634bef4531
F00216,dashboard2026/src/widgets/governance/ApprovalQueueWidget.tsx,8073,tsx,5efd0b5d1ae41648b8f8ae5315bd02e3f16d825c3cfe9ee3c06fa7f78e65ca29
F00217,dashboard2026/src/widgets/governance/AuditLedgerViewer.tsx,4983,tsx,54610837e3142c1b2d407117d7825cd0590c7f5c70f1ee9d08127576108533ea
F00218,dashboard2026/src/widgets/governance/DriftOraclePanel.tsx,6052,tsx,db446c37e1020737a44725d7d9f1409b7b72593bfb57bdba90cbfbd0baaf8319
F00219,dashboard2026/src/widgets/governance/HazardMonitorGrid.tsx,4942,tsx,bf1f1e8f90e0eb9b715076fd2785589d675a1b76ab05fa5f3b87a16d84753465
F00220,dashboard2026/src/widgets/governance/PromotionGatesPanel.tsx,5899,tsx,6e0ea95b319f28233e3e021e020ee52d95350c6b1e7c2111bca45de3e62aa0fc
F00221,dashboard2026/src/widgets/governance/SCVSLivenessGrid.tsx,5781,tsx,2ba12d1a0039336f3c73b72894302c8f91a3940af473b012bd20ed5a3cb3da58
F00222,dashboard2026/src/widgets/governance/StrategyRegistryFSM.tsx,5819,tsx,9ac20527e32c28a6eb3ad0295ca646a2d48cf22cd9062a4cca8d22526511b1b0
F00223,dashboard2026/src/widgets/market/FearGreed.tsx,3602,tsx,b15d6d021d0c33c1bb86411d1ee7febed7633417441facfc76cdbc6e1447889c
F00224,dashboard2026/src/widgets/market/HotMovers.tsx,4323,tsx,428e941738e47770c82deabfd6cf0c574cb4c98ecd451eb44556adacf8dc1398
F00225,dashboard2026/src/widgets/market/IVSurface.tsx,3000,tsx,4b1393aae045821979f6c8f98b48110a626ac738274b4d3bcf55458f822e783e
F00226,dashboard2026/src/widgets/market/LongShortRatio.tsx,3363,tsx,a36b602931f96a3ee03ad18738c807bc358e4fb6c270ca3843e6f444fcf608a4
F00227,dashboard2026/src/widgets/market/OpenInterestPanel.tsx,3030,tsx,b13c00e8e1b2eae1e9c70c1a3f14792419f946c9b36cede4a4ee17456c521179
F00228,dashboard2026/src/widgets/market/PutCallRatio.tsx,2868,tsx,c54689e934a91e5bd11ed3f2796f6db8e42207ad497a3a5d5a45329f3214f255
F00229,dashboard2026/src/widgets/market/SentimentGauge.tsx,3618,tsx,479b239b3da3eb3ed2efe2287daf23fca1450d3db4051bfd94064a3c1af44f44
F00230,dashboard2026/src/widgets/market/Watchlist.tsx,5228,tsx,e32ed7202dd581e219f11c3ecaedfc7d25a3438c98d1de2e7d64944177f20f8e
F00231,dashboard2026/src/widgets/memecoin/BundleDetector.tsx,4697,tsx,81b73082faa20cb25cd1f8522c583ed6b3fafb7ce3454d455b24fcbde12663ca
F00232,dashboard2026/src/widgets/memecoin/CopyLeaderboard.tsx,4336,tsx,5d5073c83c01c1a207d567ed021f17c704857e761e94f18178b1f062fe0f6732
F00233,dashboard2026/src/widgets/memecoin/DevDumpWatchdog.tsx,5289,tsx,3f519b92911206f73d05bcf2116cee8d70f59353f0cbb8e505ec4616600444d1
F00234,dashboard2026/src/widgets/memecoin/HolderConcentration.tsx,3397,tsx,2985b4020030321cb6826dec76be0189af076186197e6ee3a7e00255c19f8cb5
F00235,dashboard2026/src/widgets/memecoin/HoneypotChecker.tsx,6066,tsx,4015c893f6df119b0ba3671577c1ca7f82df9ddb0d07f14c02aaaa972793840f
F00236,dashboard2026/src/widgets/memecoin/LaunchFirehose.tsx,5568,tsx,13fe7f8ef67b57f232a56ccd5f2e115520696267d3421defc9ca1b50942789f7
F00237,dashboard2026/src/widgets/memecoin/PairCard.tsx,4616,tsx,a8f05b56eeddf7be29942da0806356eb3d8a0cded170603218399408fdc04e63
F00238,dashboard2026/src/widgets/memecoin/RugScore.tsx,3475,tsx,dcb3f98afbf6a95d81f8af819fd1a5b7d93108b568ac5297e44fe2cbed0a2fe1
F00239,dashboard2026/src/widgets/memecoin/SignalTracker.tsx,3978,tsx,e743c11971dce6bc62f3b727ab913868746f15907483bf8d2dc8e06460256b8d
F00240,dashboard2026/src/widgets/memecoin/SniperQueue.tsx,4002,tsx,8f7142061bf1a6e819633690cf6e8a1252e7adb5ab3880ce91d1200eb9915a87
F00241,dashboard2026/src/widgets/memecoin/WalletCluster.tsx,5074,tsx,8fbd6e05ede766e594ce1553dc2e6f554da41a32afa48825df88d3ab8a27b7fe
F00242,dashboard2026/src/widgets/nft/BidLadder.tsx,4733,tsx,3156915253d355763eb0c4d796892660d02b7f32d4a27b75afd50deaf3357fed
F00243,dashboard2026/src/widgets/nft/CollectionVolume.tsx,4151,tsx,0f6260f404183bbe416d340d09bcc0ac991cc925cf039e5c1b11cd946a577d37
F00244,dashboard2026/src/widgets/nft/RarityLens.tsx,3635,tsx,2c588b743dd3856bf7a35230dca4dc1e7af67abd2c9b25023c6b99821c80f108
F00245,dashboard2026/src/widgets/nft/SweepCart.tsx,5778,tsx,694b0789b7e302cb0b41b196dbcc2e532704d2ee98e08901dad53eb9f2b06749
F00246,dashboard2026/src/widgets/nft/TraitFloorGrid.tsx,4086,tsx,c205fc3ec644749fe1809e981eb144b7aa2467d4bf902c594536c27e82d785ac
F00247,dashboard2026/src/widgets/onchain/ExchangeFlows.tsx,4510,tsx,c9ff2d4b227cd566fae66da04e3b65e77c26eced5304eb352000a81d42f9a74c
F00248,dashboard2026/src/widgets/onchain/OpenInterestMatrix.tsx,3930,tsx,692b0db30b07acad08257785df8de66f9ef037cf324a6c0bb2f6be08942b7f98
F00249,dashboard2026/src/widgets/onchain/StablecoinSupply.tsx,4541,tsx,86f6e3dc853056fef2c448b8c1140f3276459c006c01b468893ce8d58f57ce3c
F00250,dashboard2026/src/widgets/onchain/TVLDashboard.tsx,4994,tsx,d3e41d6dd86350437775b75efb79027c23a4ec5134fee7c90ddd419d46250a07
F00251,dashboard2026/src/widgets/onchain/WhaleWatcher.tsx,4596,tsx,ecf71ab1bf163f14bc2e2f5ab86bb461beab25054d77756de7520106c62f5626
F00252,dashboard2026/src/widgets/orderflow/AggressorRatio.tsx,3268,tsx,5876aa710a3363649fc08a8f7d9dbfe40c6effa72ce54bf6f3ad5d9e0c6557ab
F00253,dashboard2026/src/widgets/orderflow/CVDChart.tsx,4238,tsx,722a581e8966c8c57d92af9c0e87cd944867e19e095d84dda8539259ea069df8
F00254,dashboard2026/src/widgets/orderflow/DOMClickLadder.tsx,6944,tsx,2a60841e62e1aa03b7e7340a524fb5f93ea9f296fe66d777b1371d442c25c08c
F00255,dashboard2026/src/widgets/orderflow/FootprintChart.tsx,4343,tsx,bdf2c215796fc03a9212f9deed6fec2f5e9e807ef9c90d79ec55fd7ef373286a
F00256,dashboard2026/src/widgets/orderflow/LiquidityHeatmap.tsx,5821,tsx,ae8a5aff1139a8f4de8efb210169260a92a7163280031713e52152af6a0ba7b1
F00257,dashboard2026/src/widgets/orderflow/SweepIcebergMonitor.tsx,7960,tsx,1eefb3687ab28eed2616f378463fca13bdba961393b9e59e1f749b4726486607
F00258,dashboard2026/src/widgets/perps/FundingTable.tsx,4734,tsx,e09eeda5bdac9b1ebbcaf96f8914d98b4b2401438104c11a1b4ad52e8b5a1e11
F00259,dashboard2026/src/widgets/perps/LiquidationMap.tsx,4762,tsx,bcb13418714cce428e52c6217af9e6843550e167b1aa1697f27f67fb581a14da
F00260,dashboard2026/src/widgets/perps/OracleSpread.tsx,4718,tsx,9f384a026b3c289d967cd71834434309e525979f6bc7415345cc0d33d55571ab
F00261,dashboard2026/src/widgets/positions/DrawdownCurve.tsx,3632,tsx,14459b7ed139b945f6c96bd03efd90390a31754374f8ea540216d9fd37dd6f91
F00262,dashboard2026/src/widgets/positions/ExposureBreakdown.tsx,5601,tsx,5fc14243c02cc715606f7b0a3c3c267c7d3882576d75691c5cc538970daaec31
F00263,dashboard2026/src/widgets/positions/FillsHistory.tsx,4587,tsx,41f542d8e1bfe3c1da82adbad8776aed5e00234899b0d32c741f8da5c4aa1001
F00264,dashboard2026/src/widgets/positions/FundingHistory.tsx,4134,tsx,5a3b5ff24f6c8f3ea61b366ccf1758b5d27f8612fb59de0c38f5175105e8de4a
F00265,dashboard2026/src/widgets/positions/IntradayPnLCurve.tsx,4113,tsx,bf2811311b2d3c110b5d999e1ba72a4ae2f5d3c3b2cb70b5b4152627a7f17a39
F00266,dashboard2026/src/widgets/positions/OpenOrdersPanel.tsx,4945,tsx,46ab1656d52aac2ad9400c2cbd2d730ba6d9c0b783a6d67424711265ad7b6218
F00267,dashboard2026/src/widgets/positions/RiskParityAllocator.tsx,6769,tsx,9bebd4a68812720c262f2cb862c91c3296f5d1fc99b7aa60464125d6772ed2c5
F00268,dashboard2026/src/widgets/risk/CorrelationMatrix.tsx,3359,tsx,ce06295cbd295c476756a8d36d58ddcf447fb83024167e5165d4b0cc1b63a95c
F00269,dashboard2026/src/widgets/risk/GreeksPanel.tsx,3882,tsx,d10c80e83e04cdd18f3d1aa1214d2610cf4dbf6b6f0ac9a8f0f937efd74d9b35
F00270,dashboard2026/src/widgets/risk/LiqCalc.tsx,5933,tsx,ab6ae1a4da0219176d62a4752f9e78ec0af1be2650393c8105fc50697fbf971e
F00271,dashboard2026/src/widgets/risk/OptionsChain.tsx,6385,tsx,5dab411dd71c78d59928e0913ab4d268f2e87fb7b05688348f00c6cec4d84fea
F00272,dashboard2026/src/widgets/risk/ScenarioBook.tsx,5536,tsx,c7ef68cddfa002b489521c8808f39e286a90d06d1e4b48dcf3fa75cbc87bfaeb
F00273,dashboard2026/src/widgets/stocks/AnalystRatings.tsx,5745,tsx,b1f1c84ed309018792dd7d7d28ab93d725396a607f43b4c5f75b29cc10341bba
F00274,dashboard2026/src/widgets/stocks/Fundamentals.tsx,3861,tsx,e055c17505ed0681f6bd4ddeeec8c11347ae899bb64e2bad57371b443875145f
F00275,dashboard2026/src/widgets/stocks/InsiderTransactions.tsx,4476,tsx,1ed586ae0d905dd10c6c6cbaf044b7087a047f4be6d76b1f18a40e520e1bd861
F00276,dashboard2026/src/widgets/stocks/SectorHeatmap.tsx,2804,tsx,3145b0ea9d70d699ccf2f39f78a24d7e465209d24c240ea320969bb3cb57fc7b
F00277,dashboard2026/src/widgets/stocks/ShortInterest.tsx,5018,tsx,4e87ede7ada679a4af46e2c59e5237d93c4bb8139ce4c7b5f7ddce7455522ab3
F00278,dashboard2026/src/widgets/testing/Backtester.tsx,19786,tsx,a0ce28d2abc5eafcef7f3165c728763ee2f9f1a9c8f3b9fafcaacc26cd1f9fb4
F00279,dashboard2026/src/widgets/testing/CalibrationReliability.tsx,5508,tsx,dae524e0c1f9d2014976b84d5c448ce8b375294a64b914b823eb62b4259eb051
F00280,dashboard2026/src/widgets/testing/ChampionChallenger.tsx,5590,tsx,697e173abc3dfa20735e9af25ad4cc961553e225e6c1cfa0dac327cf99e63fdb
F00281,dashboard2026/src/widgets/testing/EquityCurveStudio.tsx,6657,tsx,ba68b7f60bd1e2df55074eb1eeddd6cd1d2c55ec97b19bc9c5fba77e891d5db7
F00282,dashboard2026/src/widgets/testing/ForwardTester.tsx,5660,tsx,7da3d0ea79aeefe605ef677c8b38a6197fc95785b3c25353e1ba6a26ff22affa
F00283,dashboard2026/src/widgets/testing/MonteCarloPaths.tsx,5590,tsx,f2b850649c79ddc80eb0cbc64f9511ddac2ac3870e6d651258ceddfd14f42ae6
F00284,dashboard2026/src/widgets/testing/ParameterSweep.tsx,4245,tsx,9f28d3b77e5de12c519d1ed669a622f79675c5172e01409d373a40e0fbcfa265
F00285,dashboard2026/src/widgets/testing/RegimeShiftBoard.tsx,9444,tsx,c4cb06c620a57e07f8465b251b238d65ed6c9cb36ce8eb996b53cbb1aa994fb1
F00286,dashboard2026/src/widgets/testing/ReplayHarness.tsx,9336,tsx,56675e1b622c0e5a472a181d29a75fe382ceb4a1821ed7cde6976bda58a5bb2a
F00287,dashboard2026/src/widgets/testing/WalkForwardHarness.tsx,8489,tsx,db5bc367681a20978a4bb55a13980380e3cf451e1fd93b274fbe87e1a6bf4d26
F00288,dashboard2026/src/widgets/trading/AlgoOrderBuilder.tsx,10099,tsx,962edbfdc04b762cf14f3c9b112163c13058ddd261137cd61d423f4ea53e6dba
F00289,dashboard2026/src/widgets/trading/BasketOrderEditor.tsx,6903,tsx,4bc1fa9222ea2f87b8c7efc60f0d4d751ccd99600528deba074b5961e0ae16f1
F00290,dashboard2026/src/widgets/trading/ConditionalBracketBuilder.tsx,8673,tsx,4171b14055b647a19dacdb642b58a92ee58cc60a08a6bd10a4948c938ce3a8f6
F00291,dashboard2026/src/widgets/trading/OrderHotkeysPanel.tsx,6144,tsx,b583861cc8ebb479ecfa4a8fbf58e1513c0e31b6cb57d6e0b8e08decb127608c
F00292,dashboard2026/src/widgets/trading/PreTradeSlippageSim.tsx,6956,tsx,9b1b86da5311d8d10cf5ee9450b22f27b5284071edfd2c4f8ac7882a41aac99b
F00293,dashboard2026/tailwind.config.js,1380,js,88d6d0ab8c6926d68bb132f4ea1e8441bbc856b285f4d0e7ed0a4bc70084f642
F00294,dashboard2026/tsconfig.app.json,621,json,7be841111dee3ad940a45dd669f0edc9dda5c03e4f0f9ede25f0ff45540f746d
F00295,dashboard2026/tsconfig.json,119,json,770b4140bbb581e2dfd9ea9946ffc9c75a1d86ba7d2db5f77c83e37cbdf9d808
F00296,dashboard2026/tsconfig.node.json,503,json,daa938cf50266d9b894af69ff98a53e2d857703b7a352b1b8da5f82146439a4f
F00297,dashboard2026/vite.config.ts,2432,ts,a594fdfdff0a1cb0b1a90e8a3113cf0bbf372bbee4097f7dd403ad468de9681d
F00298,dashboard_backend/__init__.py,1051,python,525f284b998cb3ca9b6329c476669555408eb51f52ba1aa089ef73001c41dbc1
F00299,dashboard_backend/control_plane/__init__.py,1771,python,2891f9c38b8aac0a54c8eb43f3b950c2a511f7cb884570614c432bb398fa53e6
F00300,dashboard_backend/control_plane/decision_trace.py,3594,python,1f639857f5d8a17b914ca410d2cc27e5e34932de37eaa4e6e8bf65603772c28b
F00301,dashboard_backend/control_plane/engine_status_grid.py,4031,python,ed9729bc250319432fd9fc08c6a09f68ecffc955e735b908cfde89496cd9e6a0
F00302,dashboard_backend/control_plane/memecoin_control_panel.py,5082,python,b76f119b5fef3e758dfd6aa6e591eac107645e7d627d946e1be952a22c4ae2a2
F00303,dashboard_backend/control_plane/mode_control_bar.py,4409,python,f168df60a62edbca80e24a496a550b9dffff0f213eb82f421c1605cf7f4cb46c
F00304,dashboard_backend/control_plane/router.py,2761,python,b4b35793b83b8a202cb47ffe938fc93e437cba023e4033c133d0f1206e7a9937
F00305,dashboard_backend/control_plane/strategy_lifecycle_panel.py,2969,python,c1ec9b73e01367ffb0679fe88c078d849e94e8ff4f1c509b2c2f4a3b7f4343d3
F00306,docs/CAUSAL_CONTRACT.md,15224,doc-markdown,0b722d58ecdb2865874d391b32c1badc7e3240a6badc47ade1aaa7a39ed326d2
F00307,docs/PR2_SPEC.md,25503,doc-markdown,730f1d471528bf27f9edc7b8ef2f0a1521a8b14e7d3d50d1074f5350f7e930a2
F00308,docs/TOTAL_VALIDATION_SPEC.md,5335,doc-markdown,d4869830b2fc8775aa771ee77ed0b640291d5b7813327fc50b45ca6883599209
F00309,docs/archive/build_status_v3.3_stale.md,19936,doc-markdown,46aacfe1d108a83121aacdebdc1c0a703f64cfc61c459e6a8c06fa1b8486ec95
F00310,docs/autohedge_role_mapping.md,5000,doc-markdown,a32bc16e56727054bcc0a12a146ab7313ed5995294c200c5c583d23dda2edfdf
F00311,docs/build_status.md,8001,doc-markdown,0bc45b79b83f704d4c4437122420bfa87eb1ab49d591a4bf7763b2102ad9d81f
F00312,docs/canonical/phase_0_status.md,8169,doc-markdown,407456d95d5030470af8b00a1793d3137ca31df81ee6a54da119f026a7dfa68c
F00313,docs/canonical/phase_1_status.md,7779,doc-markdown,8e1529e8f6496d14c32a135a5a416e0ff916e3526e0fcea5e6401bf685b00668
F00314,docs/canonical/phase_2_status.md,5662,doc-markdown,7260c9fc9d01704bf72bf3628feaad1830669c98d0ae0daa7ea901d55ec336c8
F00315,docs/canonical/phase_3_status.md,5259,doc-markdown,a8d3f4b417efe28b0bec47607bdad7be954d18da4ed50534facd43752c1685c5
F00316,docs/canonical_pipeline.md,6773,doc-markdown,e5b1b95d494d3bccd18a22a49e252306ac289849971ed10e9f6265b7447f7371
F00317,docs/dashboard_2026_wave03_cognitive_plan.md,8336,doc-markdown,9c0524adaae14913ae9bb26ecced171f7d1ccc551ba6eeab4b933fe89349a18c
F00318,docs/dependency_roadmap.md,7109,doc-markdown,610d6876e70f07bc94b410aae7a6fd0bf036965ffa39e245591b2884595ba7dc
F00319,docs/directory_tree.md,59683,doc-markdown,cfae51ad945561571eae95bc1a2f3ca4aa52c2cc3012c5b06bbb0fcffeef7df6
F00320,docs/lava_event_driven_patterns.md,5681,doc-markdown,06bf733f6c69d748128d4f40d9a012fec3f7bc8be8bbb8271261a6a2f155cba3
F00321,docs/manifest_v3.1_delta.md,26830,doc-markdown,11b707932b8ca22e7000def5eeb87f62a66fdf9c7601998c658cf0b407b5164d
F00322,docs/manifest_v3.2_delta.md,25637,doc-markdown,9710e40a925e2a533d35e9bcdf54bbb64f49bd1e20f3dc115cc094ffe761290c
F00323,docs/manifest_v3.3_delta.md,24434,doc-markdown,f81701d410644befbfd1cdee5c28c10a649a7da30b81a2d1cb092faf2ec3fa03
F00324,docs/manifest_v3.4_delta.md,6451,doc-markdown,fdd517625ec9a8459c3394e0fc94c7084e261c7df6168a88c79132176a707e77
F00325,docs/manifest_v3.5.1_delta.md,5457,doc-markdown,0768307868aa626ed0a0f76dd578e56eacdc20f34b440f028e17d0b51dea6359
F00326,docs/manifest_v3.5.2_delta.md,6270,doc-markdown,c919cf8128ec8953300178bca2e855a51e4c4477604eba5ea1791def6ac2487a
F00327,docs/manifest_v3.5.3_delta.md,4743,doc-markdown,e7c60e039c4f29f769b6cbe34c19c22b59e9f4fe1b6a673fa03321d8f272ebe8
F00328,docs/manifest_v3.5.4_delta.md,5650,doc-markdown,e950ee1636f7e8cc549aa8c2c3c34eadd69d3cae8769d7dacd0bb382974ef768
F00329,docs/manifest_v3.5.5_delta.md,3823,doc-markdown,d852e999bdc3b6478359324a9cdbd73a003656fcf86e6dfd059f6b7bf25dd60d
F00330,docs/manifest_v3.5_delta.md,6117,doc-markdown,90fab0b3734e4cf461647ca78cf383112eea9b864ca6664b805cc5a376f73493
F00331,docs/manifest_v3.6.0_delta.md,4850,doc-markdown,df66c4ed717f37b5fa92104f1d8387eacd1898e94f1dca59fd4ebdef768204e1
F00332,docs/manifest_v3.6.1_delta.md,4923,doc-markdown,d1f6d8af1cd205602eef26c7624ab81d93c58764ffed972b01c1eb229bb5dd44
F00333,docs/manifest_v3.6.2_delta.md,5276,doc-markdown,8d00ccdf0e6e585c66c92249a468fe232b9b64e30bb638774aef5c8f7f3e322f
F00334,docs/manifest_v3.6.3_delta.md,6294,doc-markdown,d12d7cb32a80ace762182d78ba452ce9de97cabea2bec20849816ae73b6b1d72
F00335,docs/manifest_v3.6.4_delta.md,5529,doc-markdown,e8053da625533922e796758683d0baa31f620248b012c3b829bbfe59ea72ccd4
F00336,docs/promotion_gates.yaml,4662,doc-yaml,73068bced22e99f6234152f68a3a36eb48fe5a55e72fd523c68b295bb84499db
F00337,docs/rust_revival_schedule.yaml,2708,doc-yaml,4d3915197e5ff06949ccd8f095beaefffbe696bac0a8e435e04cd540fccc4325
F00338,docs/sensory/web_autolearn_activation.md,6010,doc-markdown,584842b1565d984ea06e4d612ae91466bafb50a191cd56f23f522f5c58e2e1af
F00339,docs/sourcegraph_dyon_usage.md,3640,doc-markdown,612446fb0a73cdd69468d2b60a72fc585d6f3704f39a7dfa906fcaf07eed4562
F00340,docs/superalgos_patterns.md,9183,doc-markdown,3eba29bf012fa04d3f511000b2a276e4ade75844b85c7072aa99a127414f749c
F00341,docs/system_audit/REPORT.md,9284,doc-markdown,ba9fe20798da3c5a07f5749a03d2c08ff03ef37596fb771b54bca7eb39c63f11
F00342,docs/system_audit/_tools/build_plan_stage.py,3993,doc-python,89026b215987519d1d040ac8f9a3b65c99a1cc7b4c4a92d0683455647d9b5560
F00343,docs/system_audit/_tools/build_tracking.py,1861,doc-python,08211de6aa44bc25411f8877b38a61e9739f54ac933504ea238fcd4ecca287ce
F00344,docs/system_audit/_tools/bulk_scan.py,7248,doc-python,bcec082475af979f36af31d275f99e310a5397c90f443376508f9de5bf6d5cc3
F00345,docs/system_audit/_tools/enumerate.py,3166,doc-python,d8ab9cf8173486e35c8b04b0a1df471470ee116dedbf1f74a4205a95c0396bb8
F00346,docs/system_audit/_tools/finalize_tracking.py,3875,doc-python,510dffca73533341f044a89e378719e7a40c2ad12a2d0db8ea71856eaae0c0dc
F00347,docs/system_audit/_tools/orphan_scan.py,7190,doc-python,53007a5678dd8c8b79f91f14f69927fa244f7b68bf68e9aec105c3677d99ea68
F00348,docs/system_audit/_tools/registry_coverage.py,2901,doc-python,6239b4d1a7b7834b699b0e83bda227db89825a2d48a3d01ee7cfa1b57339f61d
F00349,docs/system_audit/build_plan_stage.csv,20864,doc-csv,af8cec833a8cc867352024df31592d378e14040c2c8ec51e54679a2f8a89cafd
F00350,docs/system_audit/build_plan_stage.json,2452,doc-json,baad8d1279697e6573a0ef258191734d733ec78fd6bd754470629e9c29592dd2
F00351,docs/system_audit/build_plan_stage.md,7949,doc-markdown,1fa245e1a7a50d25b831eaa0467edf82cd284ec348c36ef617ee1b49f337dc62
F00352,docs/system_audit/bulk_findings.json,51540,doc-json,24d0f8637561cd72278a5ef9e10a96875d7e1a625b6e194718a904f50b7d9930
F00353,docs/system_audit/coverage_summary.json,1817,doc-json,d9772f1d3a43a78c3514625eeab7d2d850be344c711d82bf73995ad1daace8d0
F00354,docs/system_audit/file_index.csv,41177,doc-csv,2c3b62cc6b6aca49cbe509b460332be8d4ca3776ba616845e8734ffa9095d2ce
F00355,docs/system_audit/import_graph.json,184,doc-json,fdc86f69ceec60a83e87487d6527669944505e9db5acaa4411b5effe97775bff
F00356,docs/system_audit/orphan_modules.csv,24173,doc-csv,3bf92ce0c6d4f32412841cf6cb71110ea6c73334108fe6d6a0904a8d267b92ac
F00357,docs/system_audit/per_directory/core.md,2772,doc-markdown,0c8ec071c443e68674dc435f4fe89e2ba6a3c9182ceae604a68952a1a2142341
F00358,docs/system_audit/per_directory/execution_engine.md,3253,doc-markdown,721d2a7fbf6f3e4197c3e991eb46124581a60d03441a0c82e00708ee20c1cd48
F00359,docs/system_audit/per_directory/governance_engine.md,3222,doc-markdown,04a9ad302c9b6db7a392a5240383946a9859d4a976354fc9313c6ebae7d563d8
F00360,docs/system_audit/per_directory/intelligence_engine.md,2984,doc-markdown,218b1abe18c8ed2e39c4941de5c3b6072844d9b4c0af871b1cb738d0c7ecb510
F00361,docs/system_audit/per_directory/registry_tools_tests_misc.md,3306,doc-markdown,d9f34168d303e7224f593c0bf79913939078fcef63577a9023cddbadcf2746c5
F00362,docs/system_audit/per_directory/sensory_learning_evolution.md,3532,doc-markdown,3c6fa5ee131095f5c3d6c4ecfb76a9387e1a5741719d7e8046b69cfc8f50e874
F00363,docs/system_audit/per_directory/system_engine.md,2656,doc-markdown,298a2ca56e5c33f3cce3a710316baa9ef5d2c322a3cef68b1db10a01f7dcd746
F00364,docs/system_audit/per_directory/ui_dashboards.md,3502,doc-markdown,5b165aeb75b05b07a9f4e0db18a3d2a47b8e3de6c4116338035459ca3c0ddb5c
F00365,docs/system_audit/registry_coverage.csv,1857,doc-csv,31f5e88cedbb5571efeb6d5d35d5d29379aee9a8ebde7c8c1932f1442fafb74d
F00366,docs/system_audit/tracking.csv,39871,doc-csv,8072ba436429853a0ea752e62c979b4d6add914fe9a620aa0031f63c167e74b7
F00367,docs/wave_04_6_plan.md,11453,doc-markdown,893207802ca5c39b0eca3f18da25a39fb8155001567ba68ebab8d686b4b7017b
F00368,enforcement/__init__.py,3835,python,bfad590784a3b6da8ce44990d343a139cf127fb90ad824e2487c06a31c3781d4
F00369,evolution_engine/__init__.py,386,python,180cbecb2050f44fd3d87e58f01413ce1ce5ee9ff7e62fc5200cdc58704577b9
F00370,evolution_engine/critique_loop.py,15983,python,5686ca24c5c391caf178a7ae7982ee47af4978c256da2bd8b46055ff48fbe3d3
